"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"Italy (IT)","05.04.2015 11:00 - 05.04.2015 12:00 (CET/CEST)","276","n/e","n/e","N/A","3286","928","60","n/e","n/e","673","200","59","3271","596","n/e","n/e","8464","n/e","5614","44","n/e","3089"
"Italy (IT)","05.04.2015 12:00 - 05.04.2015 13:00 (CET/CEST)","275","n/e","n/e","N/A","2922","1096","58","n/e","n/e","673","202","60","3017","541","n/e","n/e","8512","n/e","5950","45","n/e","2974"
"Italy (IT)","05.04.2015 13:00 - 05.04.2015 14:00 (CET/CEST)","275","n/e","n/e","N/A","2759","1054","58","n/e","n/e","672","35","519","2724","531","n/e","n/e","8204","n/e","6080","44","n/e","2889"
"Italy (IT)","05.04.2015 14:00 - 05.04.2015 15:00 (CET/CEST)","274","n/e","n/e","N/A","2768","753","63","n/e","n/e","673","0","1093","2646","532","n/e","n/e","7248","n/e","5515","44","n/e","3050"
"Italy (IT)","05.04.2015 15:00 - 05.04.2015 16:00 (CET/CEST)","254","n/e","n/e","N/A","2900","742","77","n/e","n/e","673","0","751","2771","532","n/e","n/e","7052","n/e","4789","46","n/e","3035"
"Italy (IT)","05.04.2015 16:00 - 05.04.2015 17:00 (CET/CEST)","257","n/e","n/e","N/A","3010","886","71","n/e","n/e","673","0","637","3020","554","n/e","n/e","7500","n/e","3780","47","n/e","2573"
"Italy (IT)","05.04.2015 17:00 - 05.04.2015 18:00 (CET/CEST)","255","n/e","n/e","N/A","3095","1142","58","n/e","n/e","673","212","389","3546","605","n/e","n/e","7771","n/e","2152","47","n/e","2901"
"Italy (IT)","05.04.2015 18:00 - 05.04.2015 19:00 (CET/CEST)","272","n/e","n/e","N/A","3486","1159","58","n/e","n/e","672","343","99","4358","690","n/e","n/e","8117","n/e","886","47","n/e","3055"
"Italy (IT)","05.04.2015 19:00 - 05.04.2015 20:00 (CET/CEST)","274","n/e","n/e","N/A","3990","1270","60","n/e","n/e","674","804","","5343","1054","n/e","n/e","9055","n/e","59","47","n/e","3160"
"Italy (IT)","05.04.2015 20:00 - 05.04.2015 21:00 (CET/CEST)","272","n/e","n/e","N/A","4577","1424","77","n/e","n/e","674","881","","5724","1376","n/e","n/e","10291","n/e","0","46","n/e","3484"
"Italy (IT)","05.04.2015 21:00 - 05.04.2015 22:00 (CET/CEST)","261","n/e","n/e","N/A","4452","1437","69","n/e","n/e","674","769","","5035","1349","n/e","n/e","10105","n/e","0","46","n/e","3571"
"Italy (IT)","05.04.2015 22:00 - 05.04.2015 23:00 (CET/CEST)","259","n/e","n/e","N/A","3917","1435","73","n/e","n/e","674","586","","4551","1016","n/e","n/e","9509","n/e","0","45","n/e","3995"
"Italy (IT)","05.04.2015 23:00 - 06.04.2015 00:00 (CET/CEST)","268","n/e","n/e","N/A","3482","1251","2","n/e","n/e","674","218","8","3666","705","n/e","n/e","8702","n/e","0","45","n/e","4284"
"Italy (IT)","06.04.2015 00:00 - 06.04.2015 01:00 (CET/CEST)","282","n/e","n/e","N/A","2867","958","0","n/e","n/e","675","191","267","3111","354","n/e","n/e","8275","n/e","0","43","n/e","4526"
"Italy (IT)","06.04.2015 01:00 - 06.04.2015 02:00 (CET/CEST)","285","n/e","n/e","N/A","2642","726","0","n/e","n/e","674","125","455","2833","303","n/e","n/e","7516","n/e","0","44","n/e","4715"
"Italy (IT)","06.04.2015 02:00 - 06.04.2015 03:00 (CET/CEST)","284","n/e","n/e","N/A","2401","728","0","n/e","n/e","674","0","788","2598","250","n/e","n/e","7411","n/e","0","44","n/e","4830"
"Italy (IT)","06.04.2015 03:00 - 06.04.2015 04:00 (CET/CEST)","280","n/e","n/e","N/A","2468","726","0","n/e","n/e","675","0","719","2416","250","n/e","n/e","7149","n/e","0","44","n/e","4676"
"Italy (IT)","06.04.2015 04:00 - 06.04.2015 05:00 (CET/CEST)","283","n/e","n/e","N/A","2454","728","0","n/e","n/e","676","0","615","2367","304","n/e","n/e","7285","n/e","0","44","n/e","4359"
"Italy (IT)","06.04.2015 05:00 - 06.04.2015 06:00 (CET/CEST)","284","n/e","n/e","N/A","2830","728","0","n/e","n/e","676","0","613","2379","333","n/e","n/e","7780","n/e","0","44","n/e","4340"
"Italy (IT)","06.04.2015 06:00 - 06.04.2015 07:00 (CET/CEST)","282","n/e","n/e","N/A","2801","776","8","n/e","n/e","677","0","369","2783","605","n/e","n/e","7726","n/e","9","42","n/e","4414"
"Italy (IT)","06.04.2015 07:00 - 06.04.2015 08:00 (CET/CEST)","280","n/e","n/e","N/A","2767","729","50","n/e","n/e","677","14","224","3019","436","n/e","n/e","7449","n/e","534","42","n/e","4242"
"Italy (IT)","06.04.2015 08:00 - 06.04.2015 09:00 (CET/CEST)","282","n/e","n/e","N/A","3062","725","60","n/e","n/e","676","20","128","3389","479","n/e","n/e","7366","n/e","2316","42","n/e","3994"
"Italy (IT)","06.04.2015 09:00 - 06.04.2015 10:00 (CET/CEST)","283","n/e","n/e","N/A","2719","823","59","n/e","n/e","674","92","92","3462","396","n/e","n/e","6937","n/e","4570","44","n/e","4046"
"Italy (IT)","06.04.2015 10:00 - 06.04.2015 11:00 (CET/CEST)","284","n/e","n/e","N/A","2500","762","60","n/e","n/e","675","175","4","3023","368","n/e","n/e","6170","n/e","6483","40","n/e","4285"
"Italy (IT)","06.04.2015 11:00 - 06.04.2015 12:00 (CET/CEST)","281","n/e","n/e","N/A","2329","725","59","n/e","n/e","674","103","148","2662","377","n/e","n/e","5634","n/e","8007","40","n/e","4621"
"Italy (IT)","06.04.2015 12:00 - 06.04.2015 13:00 (CET/CEST)","274","n/e","n/e","N/A","2350","724","59","n/e","n/e","676","","673","2625","536","n/e","n/e","5528","n/e","8696","43","n/e","4865"
"Italy (IT)","06.04.2015 13:00 - 06.04.2015 14:00 (CET/CEST)","274","n/e","n/e","N/A","2411","726","66","n/e","n/e","677","","2010","2372","444","n/e","n/e","5743","n/e","9082","42","n/e","4314"
"Italy (IT)","06.04.2015 14:00 - 06.04.2015 15:00 (CET/CEST)","273","n/e","n/e","N/A","2314","727","62","n/e","n/e","677","","2126","2376","352","n/e","n/e","5567","n/e","8321","43","n/e","4141"
"Italy (IT)","06.04.2015 15:00 - 06.04.2015 16:00 (CET/CEST)","270","n/e","n/e","N/A","2439","726","61","n/e","n/e","677","","1870","2383","352","n/e","n/e","5808","n/e","7487","45","n/e","3707"
"Italy (IT)","06.04.2015 16:00 - 06.04.2015 17:00 (CET/CEST)","276","n/e","n/e","N/A","2392","726","59","n/e","n/e","676","","1542","2556","396","n/e","n/e","5692","n/e","6081","44","n/e","4394"
"Italy (IT)","06.04.2015 17:00 - 06.04.2015 18:00 (CET/CEST)","277","n/e","n/e","N/A","2809","732","64","n/e","n/e","676","0","558","3027","432","n/e","n/e","5994","n/e","3785","45","n/e","4293"
"Italy (IT)","06.04.2015 18:00 - 06.04.2015 19:00 (CET/CEST)","275","n/e","n/e","N/A","3640","743","80","n/e","n/e","676","328","28","4268","826","n/e","n/e","6693","n/e","1318","43","n/e","4589"
"Italy (IT)","06.04.2015 19:00 - 06.04.2015 20:00 (CET/CEST)","274","n/e","n/e","N/A","4725","800","82","n/e","n/e","675","2047","24","5521","1124","n/e","n/e","7306","n/e","73","42","n/e","4243"
"Italy (IT)","06.04.2015 20:00 - 06.04.2015 21:00 (CET/CEST)","273","n/e","n/e","N/A","5776","1069","129","n/e","n/e","678","2768","","6255","1316","n/e","n/e","8474","n/e","0","41","n/e","3782"
"Italy (IT)","06.04.2015 21:00 - 06.04.2015 22:00 (CET/CEST)","273","n/e","n/e","N/A","5749","1285","70","n/e","n/e","685","2100","","5952","1286","n/e","n/e","8663","n/e","0","42","n/e","3669"
"Italy (IT)","06.04.2015 22:00 - 06.04.2015 23:00 (CET/CEST)","273","n/e","n/e","N/A","5270","1203","59","n/e","n/e","688","1241","","4793","1046","n/e","n/e","8456","n/e","0","40","n/e","3992"
"Italy (IT)","06.04.2015 23:00 - 07.04.2015 00:00 (CET/CEST)","264","n/e","n/e","N/A","4770","981","59","n/e","n/e","686","422","66","4219","860","n/e","n/e","7749","n/e","0","43","n/e","3895"
"Italy (IT)","07.04.2015 00:00 - 07.04.2015 01:00 (CET/CEST)","254","n/e","n/e","N/A","4210","906","3","n/e","n/e","686","64","263","3326","697","n/e","n/e","7208","n/e","0","42","n/e","3979"
"Italy (IT)","07.04.2015 01:00 - 07.04.2015 02:00 (CET/CEST)","257","n/e","n/e","N/A","4146","766","2","n/e","n/e","686","0","322","2846","435","n/e","n/e","7139","n/e","0","42","n/e","3870"
"Italy (IT)","07.04.2015 02:00 - 07.04.2015 03:00 (CET/CEST)","259","n/e","n/e","N/A","3906","745","0","n/e","n/e","686","0","327","2721","436","n/e","n/e","7044","n/e","0","42","n/e","3851"
"Italy (IT)","07.04.2015 03:00 - 07.04.2015 04:00 (CET/CEST)","256","n/e","n/e","N/A","3731","773","0","n/e","n/e","685","0","376","2558","521","n/e","n/e","6795","n/e","0","42","n/e","4084"
"Italy (IT)","07.04.2015 04:00 - 07.04.2015 05:00 (CET/CEST)","258","n/e","n/e","N/A","3990","814","1","n/e","n/e","685","0","871","2486","404","n/e","n/e","7276","n/e","0","39","n/e","3656"
"Italy (IT)","07.04.2015 05:00 - 07.04.2015 06:00 (CET/CEST)","260","n/e","n/e","N/A","4427","957","0","n/e","n/e","684","0","988","2747","535","n/e","n/e","7450","n/e","0","41","n/e","3494"
"Italy (IT)","07.04.2015 06:00 - 07.04.2015 07:00 (CET/CEST)","258","n/e","n/e","N/A","6466","1310","9","n/e","n/e","669","0","629","3382","1006","n/e","n/e","9328","n/e","11","38","n/e","3486"
"Italy (IT)","07.04.2015 07:00 - 07.04.2015 08:00 (CET/CEST)","256","n/e","n/e","N/A","7620","1525","47","n/e","n/e","668","114","496","4466","1232","n/e","n/e","10328","n/e","707","39","n/e","3511"
"Italy (IT)","07.04.2015 08:00 - 07.04.2015 09:00 (CET/CEST)","263","n/e","n/e","N/A","8097","1629","60","n/e","n/e","667","273","2","5108","1471","n/e","n/e","11361","n/e","2982","37","n/e","3694"
"Italy (IT)","07.04.2015 09:00 - 07.04.2015 10:00 (CET/CEST)","255","n/e","n/e","N/A","7948","1517","63","n/e","n/e","667","808","2","5309","1477","n/e","n/e","10874","n/e","5468","39","n/e","4083"
"Italy (IT)","07.04.2015 10:00 - 07.04.2015 11:00 (CET/CEST)","263","n/e","n/e","N/A","7576","1389","82","n/e","n/e","665","493","9","4526","1130","n/e","n/e","10556","n/e","7135","39","n/e","4522"
"Italy (IT)","07.04.2015 11:00 - 07.04.2015 12:00 (CET/CEST)","254","n/e","n/e","N/A","6579","1321","138","n/e","n/e","669","143","177","4169","959","n/e","n/e","10069","n/e","8721","39","n/e","4581"
"Italy (IT)","07.04.2015 12:00 - 07.04.2015 13:00 (CET/CEST)","260","n/e","n/e","N/A","6222","1191","212","n/e","n/e","667","161","177","3381","841","n/e","n/e","9223","n/e","8962","40","n/e","4788"
"Italy (IT)","07.04.2015 13:00 - 07.04.2015 14:00 (CET/CEST)","265","n/e","n/e","N/A","5913","1020","251","n/e","n/e","669","0","260","3093","671","n/e","n/e","8988","n/e","9314","42","n/e","5222"
"Italy (IT)","07.04.2015 14:00 - 07.04.2015 15:00 (CET/CEST)","264","n/e","n/e","N/A","5480","933","298","n/e","n/e","669","22","499","3137","673","n/e","n/e","8379","n/e","8637","41","n/e","5436"
"Italy (IT)","07.04.2015 15:00 - 07.04.2015 16:00 (CET/CEST)","265","n/e","n/e","N/A","4551","917","273","n/e","n/e","670","138","210","3123","707","n/e","n/e","8270","n/e","7895","42","n/e","5455"
"Italy (IT)","07.04.2015 16:00 - 07.04.2015 17:00 (CET/CEST)","266","n/e","n/e","N/A","5164","806","269","n/e","n/e","681","394","73","3270","872","n/e","n/e","8177","n/e","6021","43","n/e","5585"
"Italy (IT)","07.04.2015 17:00 - 07.04.2015 18:00 (CET/CEST)","266","n/e","n/e","N/A","5397","839","277","n/e","n/e","682","115","2","3804","823","n/e","n/e","8798","n/e","3953","42","n/e","5342"
"Italy (IT)","07.04.2015 18:00 - 07.04.2015 19:00 (CET/CEST)","265","n/e","n/e","N/A","6190","970","332","n/e","n/e","682","260","2","4480","950","n/e","n/e","9843","n/e","1529","42","n/e","4925"
"Italy (IT)","07.04.2015 19:00 - 07.04.2015 20:00 (CET/CEST)","262","n/e","n/e","N/A","7814","1152","417","n/e","n/e","681","238","2","5433","1481","n/e","n/e","10985","n/e","103","45","n/e","4640"
"Italy (IT)","07.04.2015 20:00 - 07.04.2015 21:00 (CET/CEST)","261","n/e","n/e","N/A","8229","1198","556","n/e","n/e","682","559","2","5889","1519","n/e","n/e","11548","n/e","0","41","n/e","4630"
"Italy (IT)","07.04.2015 21:00 - 07.04.2015 22:00 (CET/CEST)","262","n/e","n/e","N/A","8198","1191","524","n/e","n/e","682","255","2","4970","1185","n/e","n/e","10784","n/e","0","40","n/e","4626"
"Italy (IT)","07.04.2015 22:00 - 07.04.2015 23:00 (CET/CEST)","261","n/e","n/e","N/A","6325","1186","462","n/e","n/e","682","163","2","4295","1038","n/e","n/e","10139","n/e","0","40","n/e","4651"
"Italy (IT)","07.04.2015 23:00 - 08.04.2015 00:00 (CET/CEST)","261","n/e","n/e","N/A","5449","1188","395","n/e","n/e","682","164","2","3518","892","n/e","n/e","9999","n/e","0","44","n/e","4621"
"Italy (IT)","08.04.2015 00:00 - 08.04.2015 01:00 (CET/CEST)","264","n/e","n/e","N/A","4032","1124","274","n/e","n/e","682","124","2","3103","567","n/e","n/e","8641","n/e","0","42","n/e","4606"
"Italy (IT)","08.04.2015 01:00 - 08.04.2015 02:00 (CET/CEST)","265","n/e","n/e","N/A","3840","902","258","n/e","n/e","682","41","3","2355","320","n/e","n/e","8172","n/e","0","41","n/e","4630"
"Italy (IT)","08.04.2015 02:00 - 08.04.2015 03:00 (CET/CEST)","264","n/e","n/e","N/A","3536","841","214","n/e","n/e","682","17","36","2051","259","n/e","n/e","8010","n/e","0","41","n/e","4406"
"Italy (IT)","08.04.2015 03:00 - 08.04.2015 04:00 (CET/CEST)","259","n/e","n/e","N/A","3504","843","214","n/e","n/e","683","17","304","1992","259","n/e","n/e","7419","n/e","0","41","n/e","4346"
"Italy (IT)","08.04.2015 04:00 - 08.04.2015 05:00 (CET/CEST)","263","n/e","n/e","N/A","3587","761","214","n/e","n/e","683","18","304","1974","258","n/e","n/e","7166","n/e","0","40","n/e","4498"
"Italy (IT)","08.04.2015 05:00 - 08.04.2015 06:00 (CET/CEST)","263","n/e","n/e","N/A","5029","824","212","n/e","n/e","681","18","149","2217","373","n/e","n/e","8066","n/e","0","38","n/e","4572"
"Italy (IT)","08.04.2015 06:00 - 08.04.2015 07:00 (CET/CEST)","260","n/e","n/e","N/A","6516","1205","233","n/e","n/e","682","144","144","3014","782","n/e","n/e","10047","n/e","13","40","n/e","4420"
"Italy (IT)","08.04.2015 07:00 - 08.04.2015 08:00 (CET/CEST)","250","n/e","n/e","N/A","7433","1394","250","n/e","n/e","680","308","12","4361","1285","n/e","n/e","11150","n/e","829","39","n/e","4266"
"Italy (IT)","08.04.2015 08:00 - 08.04.2015 09:00 (CET/CEST)","247","n/e","n/e","N/A","7788","1331","245","n/e","n/e","680","292","2","5104","1508","n/e","n/e","11931","n/e","3426","41","n/e","4162"
"Italy (IT)","08.04.2015 09:00 - 08.04.2015 10:00 (CET/CEST)","230","n/e","n/e","N/A","7331","1292","303","n/e","n/e","677","177","8","5282","1428","n/e","n/e","11418","n/e","6098","44","n/e","4724"
"Italy (IT)","08.04.2015 10:00 - 08.04.2015 11:00 (CET/CEST)","247","n/e","n/e","N/A","6227","1100","345","n/e","n/e","677","0","398","4715","1210","n/e","n/e","10566","n/e","7982","42","n/e","5064"
"Italy (IT)","08.04.2015 11:00 - 08.04.2015 12:00 (CET/CEST)","251","n/e","n/e","N/A","5871","934","334","n/e","n/e","679","0","155","4023","1035","n/e","n/e","9842","n/e","8968","44","n/e","5107"
"Italy (IT)","08.04.2015 12:00 - 08.04.2015 13:00 (CET/CEST)","254","n/e","n/e","N/A","5688","963","404","n/e","n/e","680","109","159","3051","865","n/e","n/e","9234","n/e","9586","47","n/e","5241"
"Italy (IT)","08.04.2015 13:00 - 08.04.2015 14:00 (CET/CEST)","253","n/e","n/e","N/A","5316","969","339","n/e","n/e","681","0","579","2887","621","n/e","n/e","9013","n/e","9717","46","n/e","5355"
"Italy (IT)","08.04.2015 14:00 - 08.04.2015 15:00 (CET/CEST)","260","n/e","n/e","N/A","4831","971","351","n/e","n/e","678","1","563","2891","556","n/e","n/e","8824","n/e","9143","47","n/e","5593"
"Italy (IT)","08.04.2015 15:00 - 08.04.2015 16:00 (CET/CEST)","260","n/e","n/e","N/A","4898","982","336","n/e","n/e","679","79","380","2871","667","n/e","n/e","8469","n/e","8049","47","n/e","5542"
"Italy (IT)","08.04.2015 16:00 - 08.04.2015 17:00 (CET/CEST)","261","n/e","n/e","N/A","5067","974","285","n/e","n/e","680","95","2","3068","671","n/e","n/e","8162","n/e","6493","47","n/e","5529"
"Italy (IT)","08.04.2015 17:00 - 08.04.2015 18:00 (CET/CEST)","264","n/e","n/e","N/A","5026","1108","295","n/e","n/e","680","192","1","3673","863","n/e","n/e","8900","n/e","4031","47","n/e","5415"
"Italy (IT)","08.04.2015 18:00 - 08.04.2015 19:00 (CET/CEST)","267","n/e","n/e","N/A","5871","1298","287","n/e","n/e","678","438","","4136","1120","n/e","n/e","9724","n/e","1429","46","n/e","4907"
"Italy (IT)","08.04.2015 19:00 - 08.04.2015 20:00 (CET/CEST)","269","n/e","n/e","N/A","6184","1321","437","n/e","n/e","678","1122","","5092","1452","n/e","n/e","10863","n/e","112","46","n/e","4464"
"Italy (IT)","08.04.2015 20:00 - 08.04.2015 21:00 (CET/CEST)","272","n/e","n/e","N/A","6677","1387","567","n/e","n/e","677","1195","","5262","1434","n/e","n/e","11471","n/e","0","47","n/e","4600"
"Italy (IT)","08.04.2015 21:00 - 08.04.2015 22:00 (CET/CEST)","274","n/e","n/e","N/A","6511","1378","520","n/e","n/e","676","943","","4778","1250","n/e","n/e","11277","n/e","0","45","n/e","4561"
"Italy (IT)","08.04.2015 22:00 - 08.04.2015 23:00 (CET/CEST)","272","n/e","n/e","N/A","5208","1367","304","n/e","n/e","676","744","","4080","1078","n/e","n/e","10410","n/e","0","41","n/e","4340"
"Italy (IT)","08.04.2015 23:00 - 09.04.2015 00:00 (CET/CEST)","276","n/e","n/e","N/A","5390","1373","285","n/e","n/e","679","400","","3528","826","n/e","n/e","10375","n/e","0","41","n/e","4040"
"Italy (IT)","09.04.2015 00:00 - 09.04.2015 01:00 (CET/CEST)","279","n/e","n/e","N/A","4423","1340","144","n/e","n/e","680","8","2","2693","349","n/e","n/e","8874","n/e","0","41","n/e","3670"
"Italy (IT)","09.04.2015 01:00 - 09.04.2015 02:00 (CET/CEST)","277","n/e","n/e","N/A","3489","1294","136","n/e","n/e","679","0","3","2537","256","n/e","n/e","8318","n/e","0","40","n/e","3448"
"Italy (IT)","09.04.2015 02:00 - 09.04.2015 03:00 (CET/CEST)","274","n/e","n/e","N/A","3649","1271","136","n/e","n/e","679","0","5","2155","255","n/e","n/e","7825","n/e","0","38","n/e","3113"
"Italy (IT)","09.04.2015 03:00 - 09.04.2015 04:00 (CET/CEST)","277","n/e","n/e","N/A","3315","1154","136","n/e","n/e","678","4","196","2085","231","n/e","n/e","7288","n/e","0","40","n/e","3035"
"Italy (IT)","09.04.2015 04:00 - 09.04.2015 05:00 (CET/CEST)","276","n/e","n/e","N/A","3049","1045","136","n/e","n/e","677","6","262","2063","272","n/e","n/e","7365","n/e","0","39","n/e","3058"
"Italy (IT)","09.04.2015 05:00 - 09.04.2015 06:00 (CET/CEST)","277","n/e","n/e","N/A","3728","1129","143","n/e","n/e","678","6","258","2320","355","n/e","n/e","8564","n/e","0","36","n/e","3027"
"Italy (IT)","09.04.2015 06:00 - 09.04.2015 07:00 (CET/CEST)","277","n/e","n/e","N/A","6054","1309","211","n/e","n/e","680","83","256","2850","683","n/e","n/e","11080","n/e","19","36","n/e","3032"
"Italy (IT)","09.04.2015 07:00 - 09.04.2015 08:00 (CET/CEST)","276","n/e","n/e","N/A","7827","1437","246","n/e","n/e","680","244","167","4051","1137","n/e","n/e","12112","n/e","823","38","n/e","3226"
"Italy (IT)","09.04.2015 08:00 - 09.04.2015 09:00 (CET/CEST)","274","n/e","n/e","N/A","7606","1436","216","n/e","n/e","678","1404","","4763","1247","n/e","n/e","12115","n/e","3162","35","n/e","3198"
"Italy (IT)","09.04.2015 09:00 - 09.04.2015 10:00 (CET/CEST)","270","n/e","n/e","N/A","7103","1431","273","n/e","n/e","678","1269","","5047","1410","n/e","n/e","11497","n/e","5808","34","n/e","3493"
"Italy (IT)","09.04.2015 10:00 - 09.04.2015 11:00 (CET/CEST)","267","n/e","n/e","N/A","6850","1430","309","n/e","n/e","670","370","5","4141","1102","n/e","n/e","10344","n/e","7444","30","n/e","3751"
"Italy (IT)","09.04.2015 11:00 - 09.04.2015 12:00 (CET/CEST)","267","n/e","n/e","N/A","5998","1237","476","n/e","n/e","677","256","65","3306","787","n/e","n/e","9588","n/e","9175","32","n/e","3781"
"Italy (IT)","09.04.2015 12:00 - 09.04.2015 13:00 (CET/CEST)","265","n/e","n/e","N/A","5355","1090","541","n/e","n/e","677","101","323","2752","550","n/e","n/e","9133","n/e","10009","40","n/e","4134"
"Italy (IT)","09.04.2015 13:00 - 09.04.2015 14:00 (CET/CEST)","267","n/e","n/e","N/A","4864","904","462","n/e","n/e","677","89","525","2647","517","n/e","n/e","8383","n/e","10379","39","n/e","4130"
"Italy (IT)","09.04.2015 14:00 - 09.04.2015 15:00 (CET/CEST)","264","n/e","n/e","N/A","4826","740","465","n/e","n/e","676","110","555","2645","619","n/e","n/e","8632","n/e","9955","40","n/e","3976"
"Italy (IT)","09.04.2015 15:00 - 09.04.2015 16:00 (CET/CEST)","268","n/e","n/e","N/A","4703","733","465","n/e","n/e","675","116","260","2780","551","n/e","n/e","8470","n/e","8943","38","n/e","3876"
"Italy (IT)","09.04.2015 16:00 - 09.04.2015 17:00 (CET/CEST)","276","n/e","n/e","N/A","5050","828","466","n/e","n/e","672","89","268","2986","650","n/e","n/e","8981","n/e","7072","39","n/e","3848"
"Italy (IT)","09.04.2015 17:00 - 09.04.2015 18:00 (CET/CEST)","275","n/e","n/e","N/A","5827","1033","450","n/e","n/e","672","417","38","3399","707","n/e","n/e","9832","n/e","4544","38","n/e","3321"
"Italy (IT)","09.04.2015 18:00 - 09.04.2015 19:00 (CET/CEST)","278","n/e","n/e","N/A","6545","1218","514","n/e","n/e","669","681","","4149","1113","n/e","n/e","11583","n/e","1674","37","n/e","2550"
"Italy (IT)","09.04.2015 19:00 - 09.04.2015 20:00 (CET/CEST)","276","n/e","n/e","N/A","7071","1386","561","n/e","n/e","670","993","","4909","1352","n/e","n/e","12243","n/e","123","39","n/e","1942"
"Italy (IT)","09.04.2015 20:00 - 09.04.2015 21:00 (CET/CEST)","276","n/e","n/e","N/A","7711","1390","814","n/e","n/e","672","1068","","5436","1398","n/e","n/e","12807","n/e","0","38","n/e","1489"
"Italy (IT)","09.04.2015 21:00 - 09.04.2015 22:00 (CET/CEST)","273","n/e","n/e","N/A","7374","1426","796","n/e","n/e","672","929","","5006","1182","n/e","n/e","12990","n/e","0","39","n/e","1208"
"Italy (IT)","09.04.2015 22:00 - 09.04.2015 23:00 (CET/CEST)","276","n/e","n/e","N/A","5415","1432","792","n/e","n/e","672","127","","4365","950","n/e","n/e","11785","n/e","0","39","n/e","1034"
