date,demand_mw,is_outlier,year,month,day,price_eur_mwh
2017-05-07,23659.958333333332,False,2017,5,7,35.650732
2017-05-08,31075.125,False,2017,5,8,47.244772
2017-05-09,32698.166666666668,False,2017,5,9,43.199743
2017-05-10,33045.458333333336,False,2017,5,10,48.111897
2017-05-11,33199.916666666664,False,2017,5,11,45.55397
2017-05-12,33104.958333333336,False,2017,5,12,41.900953
2017-05-13,27258.791666666668,False,2017,5,13,43.49666
2017-05-14,23306.083333333332,False,2017,5,14,38.334241
2017-05-15,31230.083333333332,False,2017,5,15,41.753043
2017-05-16,33202.666666666664,False,2017,5,16,39.825666
2017-05-17,33537.416666666664,False,2017,5,17,41.153575
2017-05-18,33783.875,False,2017,5,18,46.400233
2017-05-19,33752.083333333336,False,2017,5,19,39.869611
2017-05-20,27709.583333333332,False,2017,5,20,37.209987
2017-05-21,23787.041666666668,False,2017,5,21,29.74422
2017-05-22,31226.708333333332,False,2017,5,22,44.425977
2017-05-23,33607.541666666664,False,2017,5,23,45.189451
2017-05-24,34208.0,False,2017,5,24,45.267435
2017-05-25,33976.708333333336,False,2017,5,25,46.823671
2017-05-26,33612.583333333336,False,2017,5,26,44.157816
2017-05-27,28284.5,False,2017,5,27,39.447001
2017-05-28,24662.958333333332,False,2017,5,28,32.589515
2017-05-29,32819.875,False,2017,5,29,41.899283
2017-05-30,35321.791666666664,False,2017,5,30,49.340424
2017-05-31,35459.75,False,2017,5,31,48.292314
2017-06-01,34683.166666666664,False,2017,6,1,50.197944
2017-06-02,26767.583333333332,False,2017,6,2,41.678934
2017-06-03,27623.416666666668,False,2017,6,3,45.883554
2017-06-04,25376.666666666668,False,2017,6,4,37.359107
2017-06-05,34115.0,False,2017,6,5,51.752602
2017-06-06,36223.458333333336,False,2017,6,6,49.394008
2017-06-07,35525.041666666664,False,2017,6,7,44.734302
2017-06-08,35272.458333333336,False,2017,6,8,43.275655
2017-06-09,35309.541666666664,False,2017,6,9,46.225549
2017-06-10,29884.208333333332,False,2017,6,10,42.330585
2017-06-11,25918.75,False,2017,6,11,42.229137
2017-06-12,35287.833333333336,False,2017,6,12,50.395407
2017-06-13,37979.041666666664,False,2017,6,13,49.021779
2017-06-14,38857.666666666664,False,2017,6,14,55.417043
2017-06-15,38451.791666666664,False,2017,6,15,54.486126
2017-06-16,39199.0,False,2017,6,16,55.448915
2017-06-17,32951.583333333336,False,2017,6,17,48.317978
2017-06-18,26959.708333333332,False,2017,6,18,35.773901
2017-06-19,35713.291666666664,False,2017,6,19,49.307603
2017-06-20,38399.708333333336,False,2017,6,20,56.834121
2017-06-21,39518.083333333336,False,2017,6,21,59.311333
2017-06-22,40173.416666666664,False,2017,6,22,59.593686
2017-06-23,40704.625,False,2017,6,23,61.392883
2017-06-24,34759.75,False,2017,6,24,48.828333
2017-06-25,29680.875,False,2017,6,25,43.648326
2017-06-26,38594.541666666664,False,2017,6,26,51.668795
2017-06-27,40633.583333333336,False,2017,6,27,49.614505
2017-06-28,40025.375,False,2017,6,28,48.021418
2017-06-29,37764.5,False,2017,6,29,46.471213
2017-06-30,37163.208333333336,False,2017,6,30,47.286079
2017-07-01,30221.166666666668,False,2017,7,1,46.684302
2017-07-02,26091.208333333332,False,2017,7,2,37.190705
2017-07-03,34883.875,False,2017,7,3,41.793761
2017-07-04,37263.666666666664,False,2017,7,4,46.596471
2017-07-05,38669.833333333336,False,2017,7,5,49.420104
2017-07-06,39363.375,False,2017,7,6,49.454147
2017-07-07,40145.375,False,2017,7,7,51.474382
2017-07-08,34432.416666666664,False,2017,7,8,51.058449
2017-07-09,30293.041666666668,False,2017,7,9,45.546616
2017-07-10,39363.416666666664,False,2017,7,10,52.001119
2017-07-11,41069.708333333336,False,2017,7,11,55.705252
2017-07-12,41456.041666666664,False,2017,7,12,63.577164
2017-07-13,42187.75,False,2017,7,13,58.321144
2017-07-14,40750.833333333336,False,2017,7,14,56.719892
2017-07-15,33191.208333333336,False,2017,7,15,44.833984
2017-07-16,27403.083333333332,False,2017,7,16,37.293555
2017-07-17,36023.083333333336,False,2017,7,17,49.061032
2017-07-18,38827.208333333336,False,2017,7,18,52.471816
2017-07-19,39925.166666666664,False,2017,7,19,56.618529
2017-07-20,40088.416666666664,False,2017,7,20,56.567349
2017-07-21,40421.875,False,2017,7,21,57.53031
2017-07-22,34331.541666666664,False,2017,7,22,44.716186
2017-07-23,30716.208333333332,False,2017,7,23,42.428853
2017-07-24,39025.541666666664,False,2017,7,24,50.68499
2017-07-25,38609.083333333336,False,2017,7,25,46.680241
2017-07-26,37873.25,False,2017,7,26,50.680787
2017-07-27,37669.666666666664,False,2017,7,27,53.675824
2017-07-28,37868.25,False,2017,7,28,50.852242
2017-07-29,33123.541666666664,False,2017,7,29,50.055811
2017-07-30,28886.583333333332,False,2017,7,30,44.515567
2017-07-31,38024.208333333336,False,2017,7,31,65.472822
2017-08-01,41360.041666666664,False,2017,8,1,63.790595
2017-08-02,42526.375,False,2017,8,2,77.474821
2017-08-03,42938.416666666664,False,2017,8,3,104.725861
2017-08-04,42146.166666666664,False,2017,8,4,94.70026
2017-08-05,36479.708333333336,False,2017,8,5,55.078932
2017-08-06,31766.625,False,2017,8,6,46.836063
2017-08-07,34968.958333333336,False,2017,8,7,51.875086
2017-08-08,35090.0,False,2017,8,8,51.782754
2017-08-09,35527.0,False,2017,8,9,61.43315
2017-08-10,34339.25,False,2017,8,10,50.573852
2017-08-11,31071.583333333332,False,2017,8,11,44.388071
2017-08-12,26380.875,False,2017,8,12,48.967773
2017-08-13,23441.375,False,2017,8,13,39.970345
2017-08-14,26152.958333333332,False,2017,8,14,43.535222
2017-08-15,23622.625,False,2017,8,15,41.901762
2017-08-16,27530.291666666668,False,2017,8,16,51.801538
2017-08-17,28791.916666666668,False,2017,8,17,50.432903
2017-08-18,29844.5,False,2017,8,18,49.640049
2017-08-19,28118.166666666668,False,2017,8,19,47.521577
2017-08-20,25418.916666666668,False,2017,8,20,41.888372
2017-08-21,29579.791666666668,False,2017,8,21,48.589446
2017-08-22,30720.125,False,2017,8,22,51.38572
2017-08-23,31723.5,False,2017,8,23,51.030097
2017-08-24,32818.416666666664,False,2017,8,24,51.038606
2017-08-25,33735.166666666664,False,2017,8,25,53.76784
2017-08-26,30630.125,False,2017,8,26,51.9473
2017-08-27,28673.458333333332,False,2017,8,27,46.657511
2017-08-28,37455.625,False,2017,8,28,72.922074
2017-08-29,38377.333333333336,False,2017,8,29,60.416786
2017-08-30,38757.958333333336,False,2017,8,30,65.991088
2017-08-31,39167.875,False,2017,8,31,56.784544
2017-09-01,38671.208333333336,False,2017,9,1,56.181942
2017-09-02,31039.666666666668,False,2017,9,2,44.30755
2017-09-03,25650.458333333332,False,2017,9,3,38.710888
2017-09-04,33732.041666666664,False,2017,9,4,49.68851
2017-09-05,36128.791666666664,False,2017,9,5,53.713619
2017-09-06,36854.541666666664,False,2017,9,6,49.884159
2017-09-07,37123.833333333336,False,2017,9,7,53.352334
2017-09-08,35937.333333333336,False,2017,9,8,51.397182
2017-09-09,29859.5,False,2017,9,9,44.861782
2017-09-10,26288.375,False,2017,9,10,41.835533
2017-09-11,33782.625,False,2017,9,11,47.655631
2017-09-12,35720.833333333336,False,2017,9,12,46.071222
2017-09-13,35538.333333333336,False,2017,9,13,52.74399
2017-09-14,36227.375,False,2017,9,14,46.744188
2017-09-15,35693.0,False,2017,9,15,49.554315
2017-09-16,29567.958333333332,False,2017,9,16,42.19511
2017-09-17,25609.541666666668,False,2017,9,17,40.48878
2017-09-18,33416.833333333336,False,2017,9,18,47.854191
2017-09-19,35428.416666666664,False,2017,9,19,45.707534
2017-09-20,34988.833333333336,False,2017,9,20,45.218643
2017-09-21,34592.208333333336,False,2017,9,21,52.721363
2017-09-22,34452.875,False,2017,9,22,54.181338
2017-09-23,28901.75,False,2017,9,23,50.031684
2017-09-24,25224.208333333332,False,2017,9,24,44.878028
2017-09-25,33310.333333333336,False,2017,9,25,53.148759
2017-09-26,34973.791666666664,False,2017,9,26,52.327542
2017-09-27,35007.166666666664,False,2017,9,27,50.698843
2017-09-28,34924.458333333336,False,2017,9,28,52.151943
2017-09-29,34651.0,False,2017,9,29,53.101735
2017-09-30,28645.875,False,2017,9,30,46.440328
2017-10-01,24827.5,False,2017,10,1,47.96493
2017-10-02,33076.791666666664,False,2017,10,2,54.312333
2017-10-03,35131.083333333336,False,2017,10,3,54.08886
2017-10-04,35224.083333333336,False,2017,10,4,55.760743
2017-10-05,35136.541666666664,False,2017,10,5,56.662473
2017-10-06,34905.666666666664,False,2017,10,6,55.223989
2017-10-07,28785.583333333332,False,2017,10,7,43.842332
2017-10-08,24674.916666666668,False,2017,10,8,46.893414
2017-10-09,33076.916666666664,False,2017,10,9,58.881115
2017-10-10,35212.333333333336,False,2017,10,10,65.026078
2017-10-11,35048.541666666664,False,2017,10,11,60.745598
2017-10-12,35260.041666666664,False,2017,10,12,57.567323
2017-10-13,34753.041666666664,False,2017,10,13,56.341597
2017-10-14,28749.041666666668,False,2017,10,14,48.952118
2017-10-15,24754.166666666668,False,2017,10,15,43.794044
2017-10-16,33255.875,False,2017,10,16,53.158967
2017-10-17,35326.958333333336,False,2017,10,17,57.093392
2017-10-18,35106.166666666664,False,2017,10,18,57.719462
2017-10-19,35195.041666666664,False,2017,10,19,58.760551
2017-10-20,35268.416666666664,False,2017,10,20,57.980687
2017-10-21,29477.041666666668,False,2017,10,21,55.523907
2017-10-22,25878.333333333332,False,2017,10,22,47.616446
2017-10-23,33448.75,False,2017,10,23,51.124328
2017-10-24,35394.833333333336,False,2017,10,24,54.727947
2017-10-25,35318.291666666664,False,2017,10,25,60.784203
2017-10-26,34910.375,False,2017,10,26,61.333454
2017-10-27,34815.375,False,2017,10,27,60.447434
2017-10-28,29145.958333333332,False,2017,10,28,50.020104
2017-10-29,25385.958333333332,False,2017,10,29,48.284714
2017-10-30,33577.25,False,2017,10,30,54.835164
2017-10-31,34153.916666666664,False,2017,10,31,59.16507
2017-11-01,26174.875,False,2017,11,1,55.826237
2017-11-02,33890.333333333336,False,2017,11,2,59.662274
2017-11-03,34933.5,False,2017,11,3,60.354712
2017-11-04,29377.041666666668,False,2017,11,4,52.451727
2017-11-05,25746.166666666668,False,2017,11,5,52.944259
2017-11-06,34424.5,False,2017,11,6,64.005608
2017-11-07,36604.458333333336,False,2017,11,7,64.739368
2017-11-08,36509.25,False,2017,11,8,73.641207
2017-11-09,36661.458333333336,False,2017,11,9,86.152574
2017-11-10,36182.666666666664,False,2017,11,10,82.409175
2017-11-11,30201.875,False,2017,11,11,62.256747
2017-11-12,26439.25,False,2017,11,12,54.01426
2017-11-13,36019.791666666664,False,2017,11,13,66.284674
2017-11-14,37581.083333333336,False,2017,11,14,79.371327
2017-11-15,37268.041666666664,False,2017,11,15,74.884607
2017-11-16,37106.625,False,2017,11,16,74.633213
2017-11-17,36837.958333333336,False,2017,11,17,68.07952
2017-11-18,30862.75,False,2017,11,18,58.193583
2017-11-19,26892.416666666668,False,2017,11,19,58.123733
2017-11-20,35557.125,False,2017,11,20,68.007889
2017-11-21,36913.583333333336,False,2017,11,21,65.671346
2017-11-22,36926.625,False,2017,11,22,68.512359
2017-11-23,36646.291666666664,False,2017,11,23,70.811032
2017-11-24,36567.083333333336,False,2017,11,24,67.497427
2017-11-25,30880.375,False,2017,11,25,54.624855
2017-11-26,27075.708333333332,False,2017,11,26,50.571494
2017-11-27,36276.666666666664,False,2017,11,27,58.883813
2017-11-28,38624.666666666664,False,2017,11,28,74.705549
2017-11-29,38905.208333333336,False,2017,11,29,76.93181
2017-11-30,38020.791666666664,False,2017,11,30,68.867465
2017-12-01,38355.0,False,2017,12,1,78.67408
2017-12-02,32233.041666666668,False,2017,12,2,69.209358
2017-12-03,28560.291666666668,False,2017,12,3,60.837203
2017-12-04,37698.0,False,2017,12,4,81.055751
2017-12-05,39569.833333333336,False,2017,12,5,89.806082
2017-12-06,39442.625,False,2017,12,6,87.90853
2017-12-07,38571.958333333336,False,2017,12,7,80.386802
2017-12-08,30029.916666666668,False,2017,12,8,66.544612
2017-12-09,30376.958333333332,False,2017,12,9,64.978631
2017-12-10,29038.125,False,2017,12,10,57.968699
2017-12-11,38222.583333333336,False,2017,12,11,65.43922
2017-12-12,39081.375,False,2017,12,12,73.991903
2017-12-13,39234.416666666664,False,2017,12,13,110.978316
2017-12-14,39149.583333333336,False,2017,12,14,76.677156
2017-12-15,38526.041666666664,False,2017,12,15,62.428906
2017-12-16,32517.625,False,2017,12,16,57.892643
2017-12-17,28866.583333333332,False,2017,12,17,55.92463
2017-12-18,38045.375,False,2017,12,18,67.69194
2017-12-19,39686.291666666664,False,2017,12,19,66.759599
2017-12-20,39304.708333333336,False,2017,12,20,77.758041
2017-12-21,38767.708333333336,False,2017,12,21,67.447477
2017-12-22,36157.458333333336,False,2017,12,22,65.854144
2017-12-23,29271.75,False,2017,12,23,46.839537
2017-12-24,25314.916666666668,False,2017,12,24,51.3665
2017-12-25,22884.875,False,2017,12,25,53.410919
2017-12-26,23886.625,False,2017,12,26,48.0905
2017-12-27,30269.875,False,2017,12,27,45.597018
2017-12-28,30742.625,False,2017,12,28,46.537735
2017-12-29,30534.5,False,2017,12,29,49.078125
2017-12-30,27379.416666666668,False,2017,12,30,45.919731
2017-12-31,25003.666666666668,False,2017,12,31,45.130693
2018-01-01,24269.5,False,2018,1,1,45.247803
2018-01-02,30777.0,False,2018,1,2,39.957535
2018-01-03,32553.5,False,2018,1,3,52.372205
2018-01-04,32285.083333333332,False,2018,1,4,43.230759
2018-01-05,32562.333333333332,False,2018,1,5,52.395338
2018-01-06,26830.5,False,2018,1,6,47.875319
2018-01-07,25482.791666666668,False,2018,1,7,45.095
2018-01-08,34422.625,False,2018,1,8,45.789422
2018-01-09,35542.958333333336,False,2018,1,9,55.600611
2018-01-10,36029.791666666664,False,2018,1,10,50.998605
2018-01-11,36414.708333333336,False,2018,1,11,54.098826
2018-01-12,37326.083333333336,False,2018,1,12,51.45366
2018-01-13,31555.583333333332,False,2018,1,13,48.140399
2018-01-14,28310.083333333332,False,2018,1,14,47.667887
2018-01-15,36743.708333333336,False,2018,1,15,51.342824
2018-01-16,38585.041666666664,False,2018,1,16,49.247742
2018-01-17,38521.0,False,2018,1,17,44.272846
2018-01-18,38151.833333333336,False,2018,1,18,49.09353
2018-01-19,37904.666666666664,False,2018,1,19,51.061016
2018-01-20,31781.625,False,2018,1,20,51.020905
2018-01-21,27527.458333333332,False,2018,1,21,40.408925
2018-01-22,36552.041666666664,False,2018,1,22,45.200905
2018-01-23,38184.25,False,2018,1,23,51.774668
2018-01-24,38128.625,False,2018,1,24,53.03994
2018-01-25,38529.166666666664,False,2018,1,25,54.281141
2018-01-26,38160.916666666664,False,2018,1,26,51.045659
2018-01-27,31758.875,False,2018,1,27,48.117722
2018-01-28,27483.125,False,2018,1,28,47.721716
2018-01-29,36277.5,False,2018,1,29,50.654968
2018-01-30,38328.791666666664,False,2018,1,30,48.374583
2018-01-31,38491.375,False,2018,1,31,52.363492
2018-02-01,38519.958333333336,False,2018,2,1,46.95071
2018-02-02,38028.625,False,2018,2,2,48.421575
2018-02-03,31765.291666666668,False,2018,2,3,44.780607
2018-02-04,27809.375,False,2018,2,4,45.329433
2018-02-05,36652.5,False,2018,2,5,50.336627
2018-02-06,38561.583333333336,False,2018,2,6,52.574524
2018-02-07,39015.0,False,2018,2,7,51.673002
2018-02-08,38440.583333333336,False,2018,2,8,54.913456
2018-02-09,38008.333333333336,False,2018,2,9,51.277937
2018-02-10,31990.416666666668,False,2018,2,10,48.279778
2018-02-11,27977.333333333332,False,2018,2,11,40.463589
2018-02-12,37290.625,False,2018,2,12,50.753165
2018-02-13,38569.666666666664,False,2018,2,13,52.766056
2018-02-14,39244.583333333336,False,2018,2,14,54.05444
2018-02-15,39252.125,False,2018,2,15,51.861825
2018-02-16,38707.833333333336,False,2018,2,16,57.847701
2018-02-17,32053.75,False,2018,2,17,49.423862
2018-02-18,28251.375,False,2018,2,18,48.119087
2018-02-19,37317.916666666664,False,2018,2,19,54.448777
2018-02-20,38864.291666666664,False,2018,2,20,55.01505
2018-02-21,38959.125,False,2018,2,21,55.912386
2018-02-22,39135.291666666664,False,2018,2,22,60.815167
2018-02-23,39260.25,False,2018,2,23,69.107466
2018-02-24,31991.833333333332,False,2018,2,24,69.277264
2018-02-25,28809.916666666668,False,2018,2,25,52.292532
2018-02-26,38079.583333333336,False,2018,2,26,87.77746
2018-02-27,39848.541666666664,False,2018,2,27,107.16587
2018-02-28,40600.375,False,2018,2,28,84.407491
2018-03-01,40766.083333333336,False,2018,3,1,91.846294
2018-03-02,39944.666666666664,False,2018,3,2,97.479242
2018-03-03,33453.458333333336,False,2018,3,3,67.154361
2018-03-04,28341.625,False,2018,3,4,53.346763
2018-03-05,37258.416666666664,False,2018,3,5,72.115485
2018-03-06,38671.333333333336,False,2018,3,6,57.729831
2018-03-07,38045.833333333336,False,2018,3,7,51.689691
2018-03-08,36757.0,False,2018,3,8,51.808107
2018-03-09,36075.125,False,2018,3,9,52.883489
2018-03-10,30252.541666666668,False,2018,3,10,48.701246
2018-03-11,26907.208333333332,False,2018,3,11,50.85926
2018-03-12,34896.708333333336,False,2018,3,12,42.770584
2018-03-13,35840.333333333336,False,2018,3,13,52.781085
2018-03-14,36047.875,False,2018,3,14,53.550347
2018-03-15,36825.583333333336,False,2018,3,15,58.108155
2018-03-16,35573.916666666664,False,2018,3,16,53.17441
2018-03-17,30391.0,False,2018,3,17,54.755075
2018-03-18,27095.5,False,2018,3,18,45.103577
2018-03-19,36056.75,False,2018,3,19,58.489279
2018-03-20,37620.708333333336,False,2018,3,20,60.731108
2018-03-21,37632.208333333336,False,2018,3,21,56.877507
2018-03-22,37388.625,False,2018,3,22,66.390905
2018-03-23,36749.166666666664,False,2018,3,23,54.16816
2018-03-24,30699.333333333332,False,2018,3,24,50.455909
2018-03-25,26436.895833333332,False,2018,3,25,47.123093
2018-03-26,35070.291666666664,False,2018,3,26,58.283057
2018-03-27,35657.708333333336,False,2018,3,27,56.108872
2018-03-28,35430.958333333336,False,2018,3,28,54.075092
2018-03-29,35565.75,False,2018,3,29,51.969977
2018-03-30,33447.958333333336,False,2018,3,30,53.516802
2018-03-31,27416.541666666668,False,2018,3,31,39.864379
2018-04-01,21806.833333333332,False,2018,4,1,31.53005
2018-04-02,21682.541666666668,False,2018,4,2,53.346308
2018-04-03,32631.291666666668,False,2018,4,3,53.101735
2018-04-04,36143.583333333336,False,2018,4,4,58.837189
2018-04-05,35016.333333333336,False,2018,4,5,51.805227
2018-04-06,33873.875,False,2018,4,6,54.692736
2018-04-07,27898.041666666668,False,2018,4,7,49.781691
2018-04-08,24153.166666666668,False,2018,4,8,40.917698
2018-04-09,33485.833333333336,False,2018,4,9,55.684699
2018-04-10,34683.541666666664,False,2018,4,10,52.451462
2018-04-11,35129.666666666664,False,2018,4,11,57.838012
2018-04-12,35331.333333333336,False,2018,4,12,55.060413
2018-04-13,33819.083333333336,False,2018,4,13,54.892965
2018-04-14,28024.416666666668,False,2018,4,14,45.16212
2018-04-15,24803.541666666668,False,2018,4,15,47.556524
2018-04-16,32307.416666666668,False,2018,4,16,55.517342
2018-04-17,33858.916666666664,False,2018,4,17,51.717784
2018-04-18,33868.416666666664,False,2018,4,18,49.218198
2018-04-19,33734.625,False,2018,4,19,45.393266
2018-04-20,33755.791666666664,False,2018,4,20,45.376538
2018-04-21,28421.541666666668,False,2018,4,21,48.726017
2018-04-22,24550.041666666668,False,2018,4,22,47.509816
2018-04-23,32443.916666666668,False,2018,4,23,48.685361
2018-04-24,33797.75,False,2018,4,24,54.786857
2018-04-25,25999.166666666668,False,2018,4,25,41.275639
2018-04-26,32802.791666666664,False,2018,4,26,50.995331
2018-04-27,33431.833333333336,False,2018,4,27,47.190902
2018-04-28,27911.708333333332,False,2018,4,28,43.830636
2018-04-29,24575.041666666668,False,2018,4,29,42.096792
2018-04-30,27325.166666666668,False,2018,4,30,46.80248
2018-05-01,22973.583333333332,False,2018,5,1,42.039551
2018-05-02,33029.125,False,2018,5,2,48.31235
2018-05-03,35033.708333333336,False,2018,5,3,48.019088
2018-05-04,34732.958333333336,False,2018,5,4,58.497252
2018-05-05,29150.458333333332,False,2018,5,5,50.631448
2018-05-06,24612.333333333332,False,2018,5,6,48.850929
2018-05-07,32815.25,False,2018,5,7,49.206819
2018-05-08,34620.041666666664,False,2018,5,8,50.54767
2018-05-09,35205.75,False,2018,5,9,56.40861
2018-05-10,35330.458333333336,False,2018,5,10,55.189586
2018-05-11,34507.083333333336,False,2018,5,11,58.234524
2018-05-12,28907.291666666668,False,2018,5,12,47.953671
2018-05-13,24841.416666666668,False,2018,5,13,38.124883
2018-05-14,32672.5,False,2018,5,14,43.858866
2018-05-15,34090.125,False,2018,5,15,53.21888
2018-05-16,33601.958333333336,False,2018,5,16,53.575958
2018-05-17,34268.041666666664,False,2018,5,17,61.173627
2018-05-18,33741.166666666664,False,2018,5,18,57.682587
2018-05-19,27989.25,False,2018,5,19,51.194165
2018-05-20,24115.125,False,2018,5,20,49.42307
2018-05-21,32419.083333333332,False,2018,5,21,67.11785
2018-05-22,35125.666666666664,False,2018,5,22,56.00492
2018-05-23,35104.666666666664,False,2018,5,23,58.055755
2018-05-24,34762.833333333336,False,2018,5,24,57.260195
2018-05-25,34587.875,False,2018,5,25,57.937827
2018-05-26,29073.5,False,2018,5,26,49.929057
2018-05-27,25581.625,False,2018,5,27,45.301302
2018-05-28,33975.791666666664,False,2018,5,28,57.455962
2018-05-29,36003.791666666664,False,2018,5,29,62.459824
2018-05-30,36966.75,False,2018,5,30,59.26007
2018-05-31,36416.916666666664,False,2018,5,31,64.819724
2018-06-01,35321.375,False,2018,6,1,62.084231
2018-06-02,27068.958333333332,False,2018,6,2,53.97794
2018-06-03,25713.0,False,2018,6,3,47.790778
2018-06-04,34991.291666666664,False,2018,6,4,64.083719
2018-06-05,36450.916666666664,False,2018,6,5,59.638004
2018-06-06,36530.5,False,2018,6,6,58.447755
2018-06-07,36848.958333333336,False,2018,6,7,61.552199
2018-06-08,36380.208333333336,False,2018,6,8,60.373026
2018-06-09,30212.708333333332,False,2018,6,9,48.037458
2018-06-10,26452.666666666668,False,2018,6,10,51.710335
2018-06-11,36187.833333333336,False,2018,6,11,65.36933
2018-06-12,38046.083333333336,False,2018,6,12,59.164314
2018-06-13,37294.375,False,2018,6,13,57.644264
2018-06-14,36760.041666666664,False,2018,6,14,60.747926
2018-06-15,36159.708333333336,False,2018,6,15,54.820302
2018-06-16,30492.75,False,2018,6,16,52.918058
2018-06-17,26761.083333333332,False,2018,6,17,49.846365
2018-06-18,35866.458333333336,False,2018,6,18,56.167585
2018-06-19,38455.583333333336,False,2018,6,19,56.665508
2018-06-20,39382.958333333336,False,2018,6,20,61.060185
2018-06-21,39605.5,False,2018,6,21,64.768491
2018-06-22,38984.208333333336,False,2018,6,22,62.331522
2018-06-23,31099.208333333332,False,2018,6,23,49.693557
2018-06-24,26696.125,False,2018,6,24,51.954
2018-06-25,34756.583333333336,False,2018,6,25,58.588172
2018-06-26,36772.333333333336,False,2018,6,26,54.949961
2018-06-27,37014.041666666664,False,2018,6,27,58.644482
2018-06-28,36495.666666666664,False,2018,6,28,59.473387
2018-06-29,36438.541666666664,False,2018,6,29,60.269576
2018-06-30,32382.166666666668,False,2018,6,30,54.795498
2018-07-01,27856.833333333332,False,2018,7,1,54.696784
2018-07-02,37625.291666666664,False,2018,7,2,58.32503
2018-07-03,40338.333333333336,False,2018,7,3,61.299789
2018-07-04,40746.666666666664,False,2018,7,4,72.305654
2018-07-05,40789.5,False,2018,7,5,63.378489
2018-07-06,40309.625,False,2018,7,6,62.671228
2018-07-07,33287.291666666664,False,2018,7,7,55.058289
2018-07-08,29193.583333333332,False,2018,7,8,54.858455
2018-07-09,38424.375,False,2018,7,9,61.677517
2018-07-10,40522.541666666664,False,2018,7,10,66.28301
2018-07-11,39753.041666666664,False,2018,7,11,65.441596
2018-07-12,39959.291666666664,False,2018,7,12,65.51289
2018-07-13,40190.375,False,2018,7,13,68.692507
2018-07-14,34175.125,False,2018,7,14,58.936281
2018-07-15,29760.583333333332,False,2018,7,15,56.076008
2018-07-16,38446.083333333336,False,2018,7,16,63.347627
2018-07-17,39817.541666666664,False,2018,7,17,63.23362
2018-07-18,40630.208333333336,False,2018,7,18,68.305591
2018-07-19,41123.166666666664,False,2018,7,19,64.866774
2018-07-20,41713.333333333336,False,2018,7,20,68.316823
2018-07-21,33820.708333333336,False,2018,7,21,63.239644
2018-07-22,29953.833333333332,False,2018,7,22,51.761194
2018-07-23,38570.666666666664,False,2018,7,23,61.703714
2018-07-24,40070.75,False,2018,7,24,60.894492
2018-07-25,40665.166666666664,False,2018,7,25,62.528964
2018-07-26,41117.833333333336,False,2018,7,26,65.221321
2018-07-27,40330.041666666664,False,2018,7,27,67.088234
2018-07-28,34727.875,False,2018,7,28,63.149295
2018-07-29,30815.791666666668,False,2018,7,29,56.393486
2018-07-30,41051.25,False,2018,7,30,70.349707
2018-07-31,43022.25,False,2018,7,31,67.771628
2018-08-01,44221.5,False,2018,8,1,72.859138
2018-08-02,43000.333333333336,False,2018,8,2,73.376084
2018-08-03,41373.25,False,2018,8,3,72.682025
2018-08-04,34628.083333333336,False,2018,8,4,66.917948
2018-08-05,30816.041666666668,False,2018,8,5,67.563022
2018-08-06,36925.916666666664,False,2018,8,6,71.067117
2018-08-07,37211.875,False,2018,8,7,69.707349
2018-08-08,36742.416666666664,False,2018,8,8,73.192146
2018-08-09,35695.041666666664,False,2018,8,9,67.073345
2018-08-10,34137.916666666664,False,2018,8,10,68.849447
2018-08-11,30323.5,False,2018,8,11,63.164275
2018-08-12,27045.208333333332,False,2018,8,12,62.877326
2018-08-13,29833.0,False,2018,8,13,63.80733
2018-08-14,27971.375,False,2018,8,14,64.704666
2018-08-15,23906.416666666668,False,2018,8,15,64.705737
2018-08-16,26854.666666666668,False,2018,8,16,66.931583
2018-08-17,27820.583333333332,False,2018,8,17,63.937777
2018-08-18,27250.541666666668,False,2018,8,18,61.552898
2018-08-19,25794.916666666668,False,2018,8,19,61.377561
2018-08-20,31107.291666666668,False,2018,8,20,69.079444
2018-08-21,32829.25,False,2018,8,21,69.389532
2018-08-22,33435.208333333336,False,2018,8,22,70.614929
2018-08-23,33772.166666666664,False,2018,8,23,69.120742
2018-08-24,33538.875,False,2018,8,24,67.40319
2018-08-25,29705.208333333332,False,2018,8,25,66.139437
2018-08-26,26000.666666666668,False,2018,8,26,58.663438
2018-08-27,33105.75,False,2018,8,27,65.667451
2018-08-28,35398.625,False,2018,8,28,68.477218
2018-08-29,36741.291666666664,False,2018,8,29,70.055502
2018-08-30,37933.166666666664,False,2018,8,30,74.55076
2018-08-31,36949.541666666664,False,2018,8,31,73.580071
2018-09-01,30225.041666666668,False,2018,9,1,66.936941
2018-09-02,26437.875,False,2018,9,2,64.654819
2018-09-03,34684.583333333336,False,2018,9,3,69.072877
2018-09-04,36952.583333333336,False,2018,9,4,70.357132
2018-09-05,37943.375,False,2018,9,5,74.113724
2018-09-06,38281.5,False,2018,9,6,74.761535
2018-09-07,37966.958333333336,False,2018,9,7,76.372708
2018-09-08,31115.208333333332,False,2018,9,8,69.85202
2018-09-09,27260.125,False,2018,9,9,68.816
2018-09-10,36083.041666666664,False,2018,9,10,89.151423
2018-09-11,38205.875,False,2018,9,11,77.651865
2018-09-12,38811.166666666664,False,2018,9,12,87.78575
2018-09-13,38548.083333333336,False,2018,9,13,91.25538
2018-09-14,38396.791666666664,False,2018,9,14,83.609885
2018-09-15,32039.291666666668,False,2018,9,15,74.056757
