date,total_res_mw,solar_mw,wind_mw,hydro_mw,biomass_mw,geothermal_mw,is_outlier,year,month,day,price_eur_mwh
2016-10-06,6789.541666666667,1813.625,631.625,3403.625,279.5,661.1666666666666,False,2016,10,6,50.150769
2016-10-07,8928.833333333334,1907.6666666666667,2592.75,3478.9583333333335,284.0,665.4583333333334,False,2016,10,7,53.531001
2016-10-08,6457.125,2025.5,1192.3333333333333,2262.75,305.1666666666667,671.375,False,2016,10,8,44.084795
2016-10-09,5131.416666666667,1687.0833333333333,983.375,1587.0,284.9583333333333,589.0,False,2016,10,9,41.149258
2016-10-10,7007.041666666667,1802.6666666666667,1223.7083333333333,3000.75,307.7916666666667,672.125,False,2016,10,10,52.280266
2016-10-11,7602.083333333333,1294.6666666666667,1501.9583333333333,3818.5833333333335,312.9166666666667,673.9583333333334,False,2016,10,11,58.842783
2016-10-12,8601.083333333334,2545.4583333333335,1887.4166666666667,3184.2083333333335,308.0,676.0,False,2016,10,12,54.744024
2016-10-13,7673.666666666667,950.0,2110.0833333333335,3634.3333333333335,309.2916666666667,669.9583333333334,False,2016,10,13,56.207022
2016-10-14,9559.5,960.0833333333334,3238.625,4405.666666666667,313.5,641.625,False,2016,10,14,53.631101
2016-10-15,8222.208333333334,1386.75,2334.2916666666665,3535.9583333333335,306.2916666666667,658.9166666666666,False,2016,10,15,44.084011
2016-10-16,6846.791666666667,2160.3333333333335,975.75,2732.0833333333335,315.3333333333333,663.2916666666666,False,2016,10,16,41.777985
2016-10-17,6469.875,1485.4583333333333,396.0,3613.8333333333335,311.875,662.7083333333334,False,2016,10,17,54.769374
2016-10-18,6450.166666666667,1119.625,788.7916666666666,3566.2916666666665,324.5833333333333,650.875,False,2016,10,18,59.833301
2016-10-19,7006.375,1531.5833333333333,914.375,3595.5,317.7916666666667,647.125,False,2016,10,19,59.847705
2016-10-20,7521.208333333333,1074.75,1658.125,3814.2916666666665,305.75,668.2916666666666,False,2016,10,20,65.468168
2016-10-21,7786.125,1769.9166666666667,1585.4583333333333,3475.7083333333335,282.8333333333333,672.2083333333334,False,2016,10,21,65.783245
2016-10-22,5686.083333333333,1849.875,507.7083333333333,2353.4583333333335,304.0416666666667,671.0,False,2016,10,22,55.053773
2016-10-23,4450.25,897.0416666666666,683.625,1901.875,300.9166666666667,666.7916666666666,False,2016,10,23,49.580545
2016-10-24,6417.666666666667,1215.2083333333333,816.125,3424.2916666666665,300.375,661.6666666666666,False,2016,10,24,65.742398
2016-10-25,6712.625,1159.5416666666667,794.6666666666666,3814.7916666666665,287.5833333333333,656.0416666666666,False,2016,10,25,70.175109
2016-10-26,6532.416666666667,671.1666666666666,981.9166666666666,3962.0,275.4583333333333,641.875,False,2016,10,26,66.837102
2016-10-27,9028.833333333334,1309.3333333333333,3046.5833333333335,3735.9166666666665,280.5,656.5,False,2016,10,27,56.926053
2016-10-28,11473.291666666666,1704.25,5334.458333333333,3462.7916666666665,300.3333333333333,671.4583333333334,False,2016,10,28,55.240007
2016-10-29,8890.875,1982.7916666666667,3439.9166666666665,2485.4583333333335,312.0,670.7083333333334,False,2016,10,29,50.09589
2016-10-30,6859.64,1755.24,2104.64,2025.76,301.32,672.68,False,2016,10,30,49.356706
2016-10-31,7936.208333333333,1570.0833333333333,2479.5833333333335,2929.625,290.5833333333333,666.3333333333334,False,2016,10,31,49.026994
2016-11-01,5626.708333333333,1684.3333333333333,745.25,2228.5416666666665,299.0833333333333,669.5,False,2016,11,1,50.951753
2016-11-02,8478.458333333334,1345.125,2885.5416666666665,3294.6666666666665,290.25,662.875,False,2016,11,2,58.956715
2016-11-03,8130.083333333333,1428.0416666666667,2536.5,3233.4166666666665,270.7083333333333,661.4166666666666,False,2016,11,3,60.48038
2016-11-04,6802.458333333333,1330.9166666666667,798.7083333333334,3692.4583333333335,310.2083333333333,670.1666666666666,False,2016,11,4,65.808219
2016-11-05,7824.208333333333,726.875,3346.125,2775.0833333333335,313.7916666666667,662.3333333333334,False,2016,11,5,49.510825
2016-11-06,9896.791666666666,801.375,4724.375,3413.5833333333335,304.25,653.2083333333334,False,2016,11,6,45.278117
2016-11-07,10488.208333333334,1346.3333333333333,2962.375,5223.208333333333,293.875,662.4166666666666,False,2016,11,7,70.322953
2016-11-08,9021.916666666666,1047.125,2169.375,4859.875,279.4583333333333,666.0833333333334,False,2016,11,8,65.088815
2016-11-09,10636.916666666666,1502.0833333333333,3134.25,5055.75,280.25,664.5833333333334,False,2016,11,9,64.964841
2016-11-10,10866.333333333334,1703.2916666666667,3289.3333333333335,4952.083333333333,261.625,660.0,False,2016,11,10,61.606494
2016-11-11,9551.875,915.9583333333334,3916.5,3803.2083333333335,254.0,662.2083333333334,False,2016,11,11,56.563372
2016-11-12,9328.916666666666,1540.7916666666667,3992.5833333333335,2873.75,254.16666666666666,667.625,False,2016,11,12,53.477125
2016-11-13,5474.0,1334.0833333333333,671.5416666666666,2551.0833333333335,251.04166666666666,666.25,False,2016,11,13,56.061674
2016-11-14,7344.583333333333,662.0,951.3333333333334,4837.833333333333,257.125,636.2916666666666,False,2016,11,14,78.420073
2016-11-15,7924.75,1317.0,1591.25,4176.0,251.79166666666666,588.7083333333334,False,2016,11,15,80.047545
2016-11-16,6795.083333333333,1576.875,798.8333333333334,3526.1666666666665,261.4166666666667,631.7916666666666,False,2016,11,16,68.275281
2016-11-17,6008.041666666667,991.6666666666666,838.7916666666666,3292.5833333333335,263.6666666666667,621.3333333333334,False,2016,11,17,61.381653
