date,total_res_mw,solar_mw,wind_mw,hydro_mw,biomass_mw,geothermal_mw,is_outlier,year,month,day
2019-01-01,8767.541666666666,1234.4166666666667,3832.5416666666665,2516.0416666666665,513.25,671.2916666666666,False,2019,1,1
2019-01-02,8604.291666666666,1073.4583333333333,3461.1666666666665,2889.5416666666665,513.375,666.75,False,2019,1,2
2019-01-03,11116.791666666666,1311.2083333333333,5643.458333333333,2972.8333333333335,515.0,674.2916666666666,False,2019,1,3
2019-01-04,10159.375,1274.9583333333333,4358.375,3357.0416666666665,496.4166666666667,672.5833333333334,False,2019,1,4
2019-01-05,8808.5,1074.375,3408.625,3132.0,522.9166666666666,670.5833333333334,False,2019,1,5
2019-01-06,7674.708333333333,1385.125,2478.375,2627.625,517.6666666666666,665.9166666666666,False,2019,1,6
2019-01-07,8836.833333333334,1302.75,2735.4166666666665,3619.1666666666665,516.9583333333334,662.5416666666666,False,2019,1,7
2019-01-08,8988.375,810.2916666666666,2994.875,4008.7083333333335,507.5833333333333,666.9166666666666,False,2019,1,8
2019-01-09,9248.75,666.5833333333334,4039.0416666666665,3319.3333333333335,549.0,674.7916666666666,False,2019,1,9
2019-01-10,9893.916666666666,1159.6666666666667,4004.7083333333335,3495.75,558.7083333333334,675.0833333333334,False,2019,1,10
2019-01-11,7792.208333333333,1397.375,1873.7916666666667,3307.6666666666665,537.8333333333334,675.5416666666666,False,2019,1,11
2019-01-12,9490.75,1477.6666666666667,4091.0833333333335,2714.1666666666665,533.75,674.0833333333334,False,2019,1,12
2019-01-13,7950.666666666667,1082.75,3063.5416666666665,2597.875,536.25,670.25,False,2019,1,13
2019-01-14,10528.125,1129.2916666666667,4655.791666666667,3555.0833333333335,526.3333333333334,661.625,False,2019,1,14
2019-01-15,9734.583333333334,1837.2083333333333,3207.0833333333335,3533.1666666666665,490.25,666.875,False,2019,1,15
2019-01-16,8841.375,1586.3333333333333,2534.9166666666665,3572.625,488.0833333333333,659.4166666666666,False,2019,1,16
2019-01-17,8228.791666666666,965.25,2525.5833333333335,3580.3333333333335,493.375,664.25,False,2019,1,17
2019-01-18,8549.583333333334,1069.2916666666667,2696.25,3598.2083333333335,525.375,660.4583333333334,False,2019,1,18
2019-01-19,6009.708333333333,856.6666666666666,868.4583333333334,3105.4166666666665,513.0,666.1666666666666,False,2019,1,19
2019-01-20,5247.625,970.125,476.5833333333333,2627.0416666666665,509.3333333333333,664.5416666666666,False,2019,1,20
2019-01-21,6976.291666666667,637.625,1485.2083333333333,3689.1666666666665,496.7916666666667,667.5,False,2019,1,21
