date,total_res_mw,solar_mw,wind_mw,hydro_mw,biomass_mw,geothermal_mw,is_outlier,year,month,day
2022-01-01,6990.708333333333,1090.875,1941.0416666666667,2650.0416666666665,663.3333333333334,645.4166666666666,False,2022,1,1
2022-01-02,6725.791666666667,951.625,1972.125,2500.25,650.4583333333334,651.3333333333334,False,2022,1,2
2022-01-03,8121.75,893.2083333333334,3197.3333333333335,2751.9166666666665,629.8333333333334,649.4583333333334,False,2022,1,3
2022-01-04,9036.291666666666,836.5,4342.0,2586.2083333333335,621.7083333333334,649.875,False,2022,1,4
2022-01-05,10222.458333333334,906.0416666666666,5132.291666666667,2950.25,585.9583333333334,647.9166666666666,False,2022,1,5
2022-01-06,7652.916666666667,934.625,2334.0416666666665,3137.6666666666665,594.1666666666666,652.4166666666666,False,2022,1,6
2022-01-07,8701.5,1174.9166666666667,3178.0833333333335,3103.4583333333335,589.25,655.7916666666666,False,2022,1,7
2022-01-08,8309.291666666666,1197.7083333333333,3298.1666666666665,2540.1666666666665,616.375,656.875,False,2022,1,8
2022-01-09,8561.875,729.5416666666666,3697.0416666666665,2868.625,614.0833333333334,652.5833333333334,False,2022,1,9
2022-01-10,11154.291666666666,805.9583333333334,5794.75,3252.6666666666665,653.2083333333334,647.7083333333334,False,2022,1,10
2022-01-11,12507.833333333334,1191.625,6963.708333333333,3116.7083333333335,599.75,636.0416666666666,False,2022,1,11
2022-01-12,11123.25,1436.4166666666667,5686.291666666667,2755.375,612.0416666666666,633.125,False,2022,1,12
2022-01-13,11060.833333333334,1771.75,5223.416666666667,2832.0833333333335,594.1666666666666,639.4166666666666,False,2022,1,13
2022-01-14,9923.666666666666,1879.3333333333333,3674.625,3146.4166666666665,572.9583333333334,650.3333333333334,False,2022,1,14
2022-01-15,8766.166666666666,1893.125,3307.875,2367.5416666666665,551.2916666666666,646.3333333333334,False,2022,1,15
2022-01-16,6887.416666666667,1796.6666666666667,1693.0,2166.25,585.8333333333334,645.6666666666666,False,2022,1,16
2022-01-17,8375.583333333334,1733.2916666666667,2462.125,2914.125,644.5,621.5416666666666,False,2022,1,17
2022-01-18,6955.75,1547.2083333333333,1267.1666666666667,2880.125,616.875,644.375,False,2022,1,18
2022-01-19,6802.125,1403.5,1282.0833333333333,2857.375,608.0416666666666,651.125,False,2022,1,19
2022-01-20,8023.041666666667,933.0,3160.4583333333335,2706.25,598.0416666666666,625.2916666666666,False,2022,1,20
2022-01-21,8483.416666666666,1166.5833333333333,3155.8333333333335,2920.7083333333335,586.75,653.5416666666666,False,2022,1,21
2022-01-22,8137.0,1771.4583333333333,2866.5,2269.0,582.625,647.4166666666666,False,2022,1,22
2022-01-23,8513.958333333334,1591.2916666666667,2815.4583333333335,2847.625,607.0416666666666,652.5416666666666,False,2022,1,23
2022-01-24,9970.125,1379.5833333333333,3566.6666666666665,3733.9166666666665,637.375,652.5833333333334,False,2022,1,24
2022-01-25,9468.333333333334,1695.2916666666667,2525.7083333333335,3913.375,686.2916666666666,647.6666666666666,False,2022,1,25
2022-01-26,8663.125,1206.4583333333333,1964.875,4139.75,712.4166666666666,639.625,False,2022,1,26
2022-01-27,7598.291666666667,1191.625,1302.5833333333333,3768.0416666666665,703.5833333333334,632.4583333333334,False,2022,1,27
2022-01-28,10378.291666666666,1600.7916666666667,3660.2083333333335,3821.875,665.3333333333334,630.0833333333334,False,2022,1,28
2022-01-29,11757.041666666666,1995.8333333333333,5254.375,3200.0833333333335,655.7083333333334,651.0416666666666,False,2022,1,29
2022-01-30,9944.291666666666,2004.5833333333333,3528.2916666666665,3134.7916666666665,633.7083333333334,642.9166666666666,False,2022,1,30
2022-01-31,10301.416666666666,1053.2916666666667,4500.416666666667,3483.4166666666665,621.7083333333334,642.5833333333334,False,2022,1,31
2022-02-01,12851.875,1981.875,7035.375,2585.7916666666665,614.6666666666666,634.1666666666666,False,2022,2,1
2022-02-02,10308.125,2381.5416666666665,4413.083333333333,2233.5416666666665,633.125,646.8333333333334,False,2022,2,2
2022-02-03,9104.916666666666,2276.375,3255.875,2312.4166666666665,618.0833333333334,642.1666666666666,False,2022,2,3
2022-02-04,8753.333333333334,1243.2083333333333,3615.9166666666665,2628.1666666666665,635.5,630.5416666666666,False,2022,2,4
2022-02-05,6537.416666666667,1321.625,1644.4166666666667,2284.625,633.9166666666666,652.8333333333334,False,2022,2,5
2022-02-06,6375.208333333333,1521.0416666666667,1541.625,2081.8333333333335,577.3333333333334,653.375,False,2022,2,6
2022-02-07,12075.833333333334,1753.0,6630.083333333333,2443.0416666666665,594.2083333333334,655.5,False,2022,2,7
2022-02-08,11689.625,2596.125,5566.041666666667,2264.2916666666665,607.2083333333334,655.9583333333334,False,2022,2,8
2022-02-09,7828.375,2594.1666666666665,1605.7083333333333,2364.3333333333335,611.7916666666666,652.375,False,2022,2,9
2022-02-10,7068.708333333333,2358.0416666666665,972.2916666666666,2463.8333333333335,618.2916666666666,656.25,False,2022,2,10
2022-02-11,6635.708333333333,1978.625,779.0416666666666,2556.875,663.875,657.2916666666666,False,2022,2,11
2022-02-12,6754.375,1970.625,1701.75,1818.2083333333333,606.6666666666666,657.125,False,2022,2,12
2022-02-13,5779.958333333333,2059.4166666666665,665.5833333333334,1780.1666666666667,615.125,659.6666666666666,False,2022,2,13
2022-02-14,7499.583333333333,1192.6666666666667,2706.6666666666665,2347.0416666666665,617.0833333333334,636.125,False,2022,2,14
2022-02-15,9105.458333333334,1191.0416666666667,4410.166666666667,2229.625,626.4583333333334,648.1666666666666,False,2022,2,15
2022-02-16,7855.5,1715.4583333333333,2548.0416666666665,2297.25,643.0,651.75,False,2022,2,16
2022-02-17,8648.791666666666,2158.0,3174.1666666666665,2042.125,624.4583333333334,650.0416666666666,False,2022,2,17
2022-02-18,7769.125,1803.375,2617.625,2058.7916666666665,640.5833333333334,648.75,False,2022,2,18
2022-02-19,7542.041666666667,1384.125,3103.5,1786.3333333333333,617.6666666666666,650.4166666666666,False,2022,2,19
2022-02-20,7216.958333333333,1924.0416666666667,2176.375,1837.9166666666667,627.0833333333334,651.5416666666666,False,2022,2,20
2022-02-21,11045.25,1886.8333333333333,6069.166666666667,1807.2916666666667,626.0833333333334,655.875,False,2022,2,21
2022-02-22,12461.458333333334,2518.2083333333335,6692.958333333333,1981.3333333333333,613.0,655.9583333333334,False,2022,2,22
2022-02-23,11516.916666666666,2999.6666666666665,5139.666666666667,2085.4583333333335,633.1666666666666,658.9583333333334,False,2022,2,23
2022-02-24,7681.625,2529.75,1490.4583333333333,2377.0833333333335,640.9583333333334,643.375,False,2022,2,24
2022-02-25,8585.125,2600.2083333333335,2031.2916666666667,2654.125,645.125,654.375,False,2022,2,25
2022-02-26,9149.125,2040.0833333333333,3454.75,2413.5416666666665,600.3333333333334,640.4166666666666,False,2022,2,26
2022-02-27,10000.958333333334,2113.4583333333335,4762.458333333333,1873.0416666666667,617.375,634.625,False,2022,2,27
2022-02-28,9688.416666666666,2615.125,3383.0833333333335,2469.6666666666665,579.5,641.0416666666666,False,2022,2,28
2022-03-01,11002.208333333334,2580.125,4825.541666666667,2328.6666666666665,625.8333333333334,642.0416666666666,False,2022,3,1
2022-03-02,9724.041666666666,2576.4166666666665,3722.8333333333335,2159.9166666666665,624.375,640.5,False,2022,3,2
2022-03-03,7328.333333333333,2478.25,837.375,2702.5416666666665,676.0833333333334,634.0833333333334,False,2022,3,3
