date,total_res_mw,solar_mw,wind_mw,hydro_mw,biomass_mw,geothermal_mw,is_outlier,year,month,day
2024-01-01,7835.708333333333,863.4166666666666,3214.3333333333335,2818.7916666666665,325.7083333333333,613.4583333333334,False,2024,1,1
2024-01-02,8908.083333333334,1275.0,3466.2083333333335,3179.3333333333335,357.7916666666667,629.75,False,2024,1,2
2024-01-03,11660.916666666666,992.125,6484.958333333333,3179.625,377.4583333333333,626.75,False,2024,1,3
2024-01-04,11511.791666666666,1699.6666666666667,5306.458333333333,3490.5416666666665,386.4583333333333,628.6666666666666,False,2024,1,4
2024-01-05,9473.666666666666,587.4583333333334,3693.6666666666665,4173.583333333333,392.0,626.9583333333334,False,2024,1,5
2024-01-06,8627.083333333334,317.6666666666667,3732.4583333333335,3544.375,405.25,627.3333333333334,False,2024,1,6
2024-01-07,9881.875,449.25,4836.708333333333,3507.4166666666665,455.25,633.25,False,2024,1,7
2024-01-08,10079.791666666666,663.2083333333334,3819.1666666666665,4593.916666666667,402.5,601.0,False,2024,1,8
2024-01-09,10947.375,1316.0416666666667,4128.0,4482.791666666667,429.3333333333333,591.2083333333334,False,2024,1,9
2024-01-10,7572.25,721.875,1048.375,4762.0,447.5,592.5,False,2024,1,10
2024-01-11,8434.875,1272.875,1861.3333333333333,4263.25,443.75,593.6666666666666,False,2024,1,11
2024-01-12,11737.958333333334,1881.875,4478.541666666667,4327.375,461.6666666666667,588.5,False,2024,1,12
2024-01-13,9360.458333333334,1724.7916666666667,3170.125,3352.7083333333335,494.5,618.3333333333334,False,2024,1,13
2024-01-14,9298.958333333334,1198.0416666666667,3969.8333333333335,3014.2083333333335,498.6666666666667,618.2083333333334,False,2024,1,14
2024-01-15,11790.75,1159.6666666666667,5672.208333333333,3845.7916666666665,484.7083333333333,628.375,False,2024,1,15
2024-01-16,9996.25,1430.5833333333333,3489.5833333333335,3992.3333333333335,480.7916666666667,602.9583333333334,False,2024,1,16
2024-01-17,11232.083333333334,478.75,5599.583333333333,4059.75,480.1666666666667,613.8333333333334,False,2024,1,17
2024-01-18,13888.208333333334,1683.625,7030.416666666667,4091.9583333333335,469.0416666666667,613.1666666666666,False,2024,1,18
2024-01-19,11523.916666666666,875.7083333333334,5346.083333333333,4218.75,462.125,621.25,False,2024,1,19
2024-01-20,12431.041666666666,1384.8333333333333,6570.291666666667,3378.7916666666665,466.75,630.375,False,2024,1,20
2024-01-21,12187.625,2246.75,5895.958333333333,2921.4583333333335,494.9583333333333,628.5,False,2024,1,21
2024-01-22,9522.75,2236.2916666666665,2157.875,4033.2083333333335,469.7083333333333,625.6666666666666,False,2024,1,22
2024-01-23,10156.416666666666,1466.6666666666667,4374.125,3224.9166666666665,475.625,615.0833333333334,False,2024,1,23
2024-01-24,10081.166666666666,1734.625,3436.25,3808.0416666666665,487.375,614.875,False,2024,1,24
2024-01-25,9814.833333333334,1747.25,3241.0833333333335,3730.0,482.375,614.125,False,2024,1,25
2024-01-26,7287.25,1449.4583333333333,720.4166666666666,3979.2916666666665,521.4166666666666,616.6666666666666,False,2024,1,26
2024-01-27,7764.0,1646.3333333333333,1934.0833333333333,3038.375,527.3333333333334,617.875,False,2024,1,27
2024-01-28,9896.208333333334,1965.75,4094.6666666666665,2677.3333333333335,537.8333333333334,620.625,False,2024,1,28
