date,total_res_mw,solar_mw,wind_mw,hydro_mw,biomass_mw,geothermal_mw,is_outlier,year,month,day
2018-01-01,8212.833333333334,461.0833333333333,4803.416666666667,1898.4166666666667,419.5,630.4166666666666,False,2018,1,1
2018-01-02,10127.041666666666,1132.4166666666667,4922.583333333333,3003.0833333333335,397.25,671.7083333333334,False,2018,1,2
2018-01-03,9952.833333333334,1149.8333333333333,4707.75,3011.0833333333335,416.5,667.6666666666666,False,2018,1,3
2018-01-04,9434.416666666666,1197.5,4044.2083333333335,3099.5,429.5833333333333,663.625,False,2018,1,4
2018-01-05,8685.0,1034.0833333333333,3273.8333333333335,3284.2916666666665,428.125,664.6666666666666,False,2018,1,5
2018-01-06,6828.0,950.1666666666666,2211.7083333333335,2570.4166666666665,430.625,665.0833333333334,False,2018,1,6
2018-01-07,6802.75,515.2083333333334,2739.5,2458.5,424.2916666666667,665.25,False,2018,1,7
2018-01-08,8338.458333333334,574.9166666666666,3575.6666666666665,3118.25,409.0416666666667,660.5833333333334,False,2018,1,8
2018-01-09,7230.041666666667,419.125,2447.2083333333335,3285.0416666666665,420.8333333333333,657.8333333333334,False,2018,1,9
2018-01-10,7066.541666666667,980.375,1947.4583333333333,3075.4583333333335,401.0416666666667,662.2083333333334,False,2018,1,10
2018-01-11,6259.916666666667,773.6666666666666,1130.7083333333333,3289.9166666666665,400.4583333333333,665.1666666666666,False,2018,1,11
2018-01-12,8316.541666666666,964.5416666666666,2176.8333333333335,4131.833333333333,383.5416666666667,659.7916666666666,False,2018,1,12
2018-01-13,8290.25,1197.2916666666667,2963.125,3077.2916666666665,390.4166666666667,662.125,False,2018,1,13
2018-01-14,5367.25,1026.6666666666667,522.875,2713.625,431.375,672.7083333333334,False,2018,1,14
2018-01-15,6575.916666666667,936.5416666666666,743.9583333333334,3796.3333333333335,430.7916666666667,668.2916666666666,False,2018,1,15
2018-01-16,11267.625,839.5,5522.5,3800.3333333333335,442.375,662.9166666666666,False,2018,1,16
2018-01-17,12049.125,1363.2916666666667,5829.083333333333,3760.75,432.0833333333333,663.9166666666666,False,2018,1,17
2018-01-18,10363.375,1779.125,3650.8333333333335,3824.5,438.6666666666667,670.25,False,2018,1,18
2018-01-19,10529.125,1130.25,4576.125,3717.375,440.25,665.125,False,2018,1,19
2018-01-20,7917.875,1338.5416666666667,2496.125,2978.2083333333335,437.1666666666667,667.8333333333334,False,2018,1,20
2018-01-21,9821.625,1345.5416666666667,5204.0,2177.4166666666665,433.5833333333333,661.0833333333334,False,2018,1,21
2018-01-22,8997.875,1581.125,2844.5416666666665,3484.0,421.9583333333333,666.25,False,2018,1,22
2018-01-23,8331.916666666666,1465.75,2223.7083333333335,3530.125,450.625,661.7083333333334,False,2018,1,23
2018-01-24,7708.958333333333,1669.0416666666667,1554.2083333333333,3370.4166666666665,453.9583333333333,661.3333333333334,False,2018,1,24
2018-01-25,6503.333333333333,1380.8333333333333,594.8333333333334,3401.875,456.375,669.4166666666666,False,2018,1,25
2018-01-26,6766.708333333333,939.875,1158.25,3555.5416666666665,444.4583333333333,668.5833333333334,False,2018,1,26
2018-01-27,5231.0,1112.125,569.2916666666666,2432.25,443.4583333333333,673.875,False,2018,1,27
2018-01-28,4955.791666666667,1410.125,400.5833333333333,2025.75,447.7916666666667,671.5416666666666,False,2018,1,28
2018-01-29,6509.666666666667,1378.7916666666667,723.0416666666666,3297.375,437.625,672.8333333333334,False,2018,1,29
2018-01-30,6753.375,1274.0,1228.5416666666667,3173.4583333333335,407.0833333333333,670.2916666666666,False,2018,1,30
2018-01-31,6929.958333333333,928.375,1337.5833333333333,3556.9583333333335,424.3333333333333,682.7083333333334,False,2018,1,31
2018-02-01,9374.208333333334,648.9583333333334,4131.083333333333,3494.4166666666665,430.0833333333333,669.6666666666666,False,2018,2,1
